PremiseID,PremisesName,AltPremisesName,Customer,TenancyUnitShopOrLevel,BuildingType,StreetNumber,StreetName,Suburb,State,Postcode,Latitude,Longitude,RatingReferenceNumber,RatingType,RatingScope,CertificateValidTo,EnergyStarRatingValue,EnergyGPStarRatingValueNoGP,SectorComparisonDial,RatingProgressMetricForEnergyWithoutGreenPower,EnergyGreenPowerPercent,EnergyGreenPower,WasteStarRatingValue,IEQStarRatingValue,GHGEmissionsScope123WithRenewableElectricity,GHGEmissionsScope123WithoutRenewableElectricity,GHGEmissionsScope123PerM2WithRenewableElectricity,GHGEmissionsScope123PerM2WithoutRenewableElectricity,EnergyIntensity,GHGEmissionsScope123PerRoom,GHGEmissionsScope123PerRoomNoGP,TotalEnergyUse,CarbonNeutral,CarbonNeutralExpiryDate,WaterStarRatingValue,WaterStarRatingValueNoRW,RatingProgressMetricForWaterWithoutRecycledWater,RatingProgressMetricForWaterWithRecycledWater,WaterRecycledPercent,WaterRecycled,WaterConsumption,WaterConsumptionWoRW,WaterIntensity,WaterIntensityNoRW,ThermalComfortScore,AirQualityScore,AcousticComfortScore,LightingScore,OfficeLayoutScore,RecycleRate,WasteIntensity,MainRatingAttribute,AAAStarRatingValue,DataCentre_PUE,HospitalPeerGroup,RetailStoreCategory,School_SubSector,School_Remoteness,RatedElectricity,RatedGas,SchoolRatedLPG,GasAndLPG_REI%,RatedDiesel,Diesel_REI%,REIResult_%,REIResult1dp_%,TotalRenewableElectricity_kWh,NonRenewableElectricity_kWh,NonRenewableElectricity_REI%,OnsitePVCapacity_kW,OnsiteRenewableElectricity_kWh,OnsiteRenewableElectricity_REI%,RETandStateTerritoryTargets_kWh,RETandStateTerritorytargets_REI%,GreenPower_kWh,GreenPower_REI%,OtherVoluntaryPurchases_kWh,OtherVoluntaryPurchases_REI%,EmbodiedCarbonStarRating,RatingProgressMetricForEmbodiedCarbon,CarbonIntensityPerM2,TotalEmissionsA1-A5,TotalStoredEmissions_KGCO2e,TotalStoredEmissions_%,TotalOffsetEmissions_KGCO2e,TotalOffsetEmissions_%
P0642,28-36 Foveaux St Surry Hills,28-36 Foveaux St Surry Hills,TIBMOR PTY LTD,,Office,="28-36",Foveaux Street,SURRY HILLS,NSW,2010,-33.88390901,151.21010218,OF37685,Water,Base Building,14/03/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.50,4.50,4.6,4.6,0.00,NO,2427.000,2427.000,0.480,0.480,,,,,,,,5054.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0643,367 Collins Street,367 Collins Street,Evolution Trustees Limited,,Office,="367",Collins Street,MELBOURNE,VIC,3000,-37.81694100,144.96233100,OF37986,Energy,Base Building,20/05/2026,6.00,4.50,,4.5,73.43,YES,,,398983.20,1624776.33,16.81,68.46,452.00,,,10732911.78,NO,,,,,,,,,,,,,,,,,,,23732.25,,,,,,,1558499.51,5121541.55,,47.70,20.00,0.00,48.00,48.00,1432345.72,126153.79,4.20,,0.00,0.00,288010.71,9.70,1144335.01,38.40,0.00,0.00,,,,,,,,,
P0643,367 Collins Street,367 Collins Street,Evolution Trustees Limited,,Office,="367",Collins Street,MELBOURNE,VIC,3000,-37.81694100,144.96233100,OF37986,Water,Base Building,20/05/2026,,,,,73.43,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.00,4.00,4.2,4.2,0.00,NO,11592.570,11592.570,0.480,0.480,,,,,,,,23732.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0644,66-68 Frome Street,66-68 Frome Street,Property and Development NSW,,Office,="66-68",Frome Street,MOREE,NSW,2400,-29.46502901,149.84370292,N69080,Waste,Base Building,15/10/2025,,,,,0.00,,2.00,,0.00,,0.00,,,,,,NO,,,,,,,,,,,,,,,,,24.00,0.97,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0644,66-68 Frome Street,66-68 Frome Street,Property and Development NSW,,Office,="66-68",Frome Street,MOREE,NSW,2400,-29.46502901,149.84370292,N71026,Indoor environment,Base Building,05/06/2026,,,,,0.00,,,3.00,0.00,0.00,0.00,0.00,,,,,NO,,,,,,,,,,,,40.00,96.50,40.60,0.00,0.00,,,984.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0644,66-68 Frome Street,66-68 Frome Street,Property and Development NSW,,Office,="66-68",Frome Street,MOREE,NSW,2400,-29.46502901,149.84370292,OF33624,Energy,Whole Building,27/10/2025,6.00,5.50,,5.7,100.00,YES,,,0.00,48304.50,0.00,63.69,314.00,,,238213.97,NO,,,,,,,,,,,,,,,,,,,758.37,,,,,,,66170.55,0.00,,0.00,0.00,0.00,100.00,100.00,124320.81,0.00,0.00,65.00,58150.26,46.80,0.00,0.00,66170.55,53.20,0.00,0.00,,,,,,,,,
P0644,66-68 Frome Street,66-68 Frome Street,Property and Development NSW,,Office,="66-68",Frome Street,MOREE,NSW,2400,-29.46502901,149.84370292,OF33624,Water,Whole Building,27/10/2025,,,,,100.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,1.50,1.50,1.8,1.8,0.00,NO,993.370,993.370,1.300,1.300,,,,,,,,758.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0645,127 Otho Street,127 Otho Street,Property and Development NSW,,Office,="127",Otho Street,INVERELL,NSW,2360,-29.77705745,151.11354747,N69083,Waste,Base Building,15/10/2025,,,,,0.00,,3.00,,0.00,,0.00,,,,,,NO,,,,,,,,,,,,,,,,,35.00,3.99,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0645,127 Otho Street,127 Otho Street,Property and Development NSW,,Office,="127",Otho Street,INVERELL,NSW,2360,-29.77705745,151.11354747,N71023,Indoor environment,Base Building,08/06/2026,,,,,0.00,,,4.00,0.00,0.00,0.00,0.00,,,,,NO,,,,,,,,,,,,40.00,98.80,80.10,0.00,0.00,,,825.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0645,127 Otho Street,127 Otho Street,Property and Development NSW,,Office,="127",Otho Street,INVERELL,NSW,2360,-29.77705745,151.11354747,OF33354,Energy,Whole Building,27/10/2025,6.00,4.00,,4.3,100.00,YES,,,0.00,89418.75,0.00,127.74,629.00,,,440969.18,NO,,,,,,,,,,,,,,,,,,,699.98,,,,,,,122491.44,0.00,,0.00,0.00,0.00,100.00,100.00,145469.57,0.00,0.00,31.35,22978.13,15.80,0.00,0.00,122491.44,84.20,0.00,0.00,,,,,,,,,
P0645,127 Otho Street,127 Otho Street,Property and Development NSW,,Office,="127",Otho Street,INVERELL,NSW,2360,-29.77705745,151.11354747,OF33354,Water,Whole Building,27/10/2025,,,,,100.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,5.50,5.50,5.5,5.5,0.00,NO,172.740,172.740,0.240,0.240,,,,,,,,699.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0646,35-37 Abbott St,35-37 Abbott Street,Property and Development NSW,,Office,="35",Abbott Street,GUNNEDAH,NSW,2380,-30.97891493,150.25743779,N69082,Waste,Base Building,11/10/2025,,,,,0.00,,2.50,,0.00,,0.00,,,,,,NO,,,,,,,,,,,,,,,,,26.00,5.23,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0647,54 Miller St,54 Miller St,The Trustee for Miller Property Trust,,Office,="54",Miller Street,NORTH SYDNEY,NSW,2060,-33.83955235,151.20642596,OF33989,Energy,Base Building,07/11/2025,4.00,4.00,,4.2,0.00,NO,,,451299.62,445837.99,82.96,81.95,495.00,,,2693261.06,NO,,,,,,,,,,,,,,,,,,,5440.00,,,,,,,546162.77,720590.29,,26.80,168.00,0.20,14.00,13.60,101804.74,444358.03,59.40,,0.00,0.00,101804.74,13.60,0.00,0.00,0.00,0.00,,,,,,,,,
P0647,54 Miller St,54 Miller St,The Trustee for Miller Property Trust,,Office,="54",Miller Street,NORTH SYDNEY,NSW,2060,-33.83955235,151.20642596,OF33989,Water,Base Building,07/11/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.00,4.00,4.0,4.0,0.00,NO,3661.590,3661.590,0.670,0.670,,,,,,,,5440.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0648,The Barrington,The Barrington,ISPT Pty Ltd,,Office,="10",Smith Street,PARRAMATTA,NSW,2150,-33.81548332,151.00642909,N69432,Energy,Base Building,28/10/2025,5.00,5.00,,,0.00,NO,,,28669.71,511397.83,2.64,47.01,259.00,,,,NO,,,,,,,,,,,,,,,,,,,10878.45,0.00,,,,,,661271.41,443597.48,,15.70,0.00,0.00,84.00,84.30,661271.40,0.00,0.00,0.00,0.00,0.00,123771.40,15.80,0.00,0.00,537500.00,68.50,,,,,,,,,
P0648,The Barrington,The Barrington,ISPT Pty Ltd,,Office,="10",Smith Street,PARRAMATTA,NSW,2150,-33.81548332,151.00642909,N69432,Water,Base Building,28/10/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.50,4.50,,,0.00,NO,5567.030,5567.030,,0.520,,,,,,,,10878.45,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0648,The Barrington,The Barrington,ISPT Pty Ltd,,Office,="10",Smith Street,PARRAMATTA,NSW,2150,-33.81548332,151.00642909,N69649,Indoor environment,Base Building,28/01/2026,,,,,0.00,,,5.50,0.00,0.00,0.00,0.00,,,,,NO,,,,,,,,,,,,91.60,90.60,62.60,0.00,0.00,,,7611.60,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0648,The Barrington,The Barrington,ISPT Pty Ltd and Brisbane City Council,,Office,="10",Smith Street,PARRAMATTA,NSW,2150,-33.81548332,151.00642909,N69053,Waste,Base Building,18/10/2025,,,,,0.00,,2.00,,0.00,,0.00,,,,,,NO,,,,,,,,,,,,,,,,,18.00,2.47,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0649,DUMAS HOUSE,DUMAS HOUSE,Department of Finance,,Office,="2",Havelock Street,WEST PERTH,WA,6005,-31.95303604,115.84496080,OF37573,Energy,Whole Building,10/03/2026,3.00,3.00,,3.4,0.00,NO,,,2114411.75,1978742.89,116.69,109.20,644.00,,,11673445.16,NO,,,,,,,,,,,,,,,,,,,18119.40,,,,,,,2713377.00,1888921.56,,16.20,424.00,0.10,15.00,15.50,501432.07,2211944.93,68.20,,0.00,0.00,501432.07,15.50,0.00,0.00,0.00,0.00,,,,,,,,,
P0650,80 Pacific Hwy,80 Pacific Hwy,Mirvac Real Estate Pty Ltd,,Office,="80",Pacific Highway,NORTH SYDNEY,NSW,2060,-33.84064097,151.20816268,OF34066,Energy,Base Building,23/12/2025,5.50,4.50,,4.6,53.10,YES,,,316124.43,839978.18,26.07,69.27,367.00,,,4459813.57,NO,,,,,,,,,,,,,,,,,,,12124.93,,,,,,,1107544.92,432297.49,,9.70,1045.45,0.90,64.00,64.10,794579.35,312965.57,25.30,,0.00,0.00,206446.37,16.70,588132.98,47.50,0.00,0.00,,,,,,,,,
P0650,80 Pacific Hwy,80 Pacific Hwy,Mirvac Real Estate Pty Ltd,,Office,="80",Pacific Highway,NORTH SYDNEY,NSW,2060,-33.84064097,151.20816268,OF34066,Water,Base Building,23/12/2025,,,,,53.10,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.50,4.50,4.7,4.7,0.00,NO,5305.440,5305.440,0.430,0.430,,,,,,,,12124.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0651,Elizabeth Plaza,Elizabeth Plaza,ACME CO NO.3 PTY LTD,,Office,="2",Elizabeth Plaza,NORTH SYDNEY,NSW,2060,-33.83923909,151.20764769,OF41223,Energy,Base Building,16/06/2026,3.50,3.50,,3.7,0.00,NO,,,380506.04,375364.06,90.62,89.39,440.00,,,1851110.46,NO,,,,,,,,,,,,,,,,,,,4199.04,,,,,,,514197.35,0.00,,0.00,0.00,0.00,18.00,18.50,95023.67,419173.68,81.50,,0.00,0.00,95023.67,18.50,0.00,0.00,0.00,0.00,,,,,,,,,
P0651,Elizabeth Plaza,Elizabeth Plaza,ACME CO NO.3 PTY LTD,,Office,="2",Elizabeth Plaza,NORTH SYDNEY,NSW,2060,-33.83923909,151.20764769,OF41223,Water,Base Building,16/06/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.00,4.00,4.0,4.0,0.00,NO,2690.150,2690.150,0.640,0.640,,,,,,,,4199.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0677,Pinnacle Office Park - Building A & B,Pinnacle Office Park - Building A & B,Keppel REIT Australia Sub Trust 6,,Office,="85",Epping Road,MACQUARIE PARK,NSW,2113,-33.78682170,151.12589890,OF33742,Energy,Base Building,24/10/2025,5.50,5.50,,5.6,0.00,NO,,,1077524.58,1064101.82,44.03,43.47,249.00,,,6117319.34,NO,,,,,,,,,,,,,,,,,,,24475.15,,,,,,,1342275.47,1233403.65,,17.70,1340.00,0.70,25.00,25.20,487955.15,1092075.32,56.40,199.20,237755.00,12.30,250200.15,12.90,0.00,0.00,0.00,0.00,,,,,,,,,
P0677,Pinnacle Office Park - Building A & B,Pinnacle Office Park - Building A & B,Keppel REIT Australia Sub Trust 6,,Office,="85",Epping Road,MACQUARIE PARK,NSW,2113,-33.78682170,151.12589890,OF33742,Water,Base Building,24/10/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,3.50,3.50,3.9,3.9,0.00,NO,17543.550,17543.550,0.710,0.710,,,,,,,,24475.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0680,66 Eagle Street,66 Eagle Street,Deka Australia Management One Pty Ltd,,Office,="66",Eagle Street,BRISBANE CITY,QLD,4000,-27.46731699,153.02951646,N71057,Waste,Base Building,04/06/2026,,,,,0.00,,4.50,,0.00,,0.00,,,,,,NO,,,,,,,,,,,,,,,,,74.00,4.18,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0681,145 Ann St,145 Ann St,DEXUS Wholesale Property Limited,,Office,="145",Ann Street,BRISBANE CITY,QLD,4000,-27.46788072,153.02459438,OF32147,Energy,Base Building,12/10/2025,5.50,5.50,,5.5,0.00,NO,,,11302.67,1261595.32,0.56,62.53,262.00,,,5301485.69,YES,12/10/2025,,,,,,,,,,,,,,,,,,20173.59,,,,,,,1420787.11,185108.10,,3.50,40.00,0.00,96.00,96.50,1420787.11,0.00,0.00,,0.00,0.00,240787.11,16.40,0.00,0.00,1180000.00,80.10,,,,,,,,,
P0681,145 Ann St,145 Ann St,DEXUS Wholesale Property Limited,,Office,="145",Ann Street,BRISBANE CITY,QLD,4000,-27.46788072,153.02459438,OF32147,Water,Base Building,12/10/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,YES,12/10/2025,4.50,4.50,4.5,4.5,0.00,NO,11973.050,11973.050,0.590,0.590,,,,,,,,20173.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0683,2 Market Street,,Charter Hall Limited,,Office,="2",Market Street,SYDNEY,NSW,2000,-33.87058554,151.20429108,N69157,Energy,Base Building,28/09/2025,5.00,5.00,,,5.90,YES,,,0.00,1908209.93,0.00,55.48,264.00,,,,NO,,,,,,,,,,,,,,,,,,,34388.84,0.00,,,,,,2369433.41,557061.65,,6.10,105.00,0.00,94.00,93.80,2369433.40,0.00,0.00,30.00,0.00,0.00,397629.60,15.70,139803.80,5.50,1832000.00,72.50,,,,,,,,,
P0683,2 Market Street,,Charter Hall Limited,,Office,="2",Market Street,SYDNEY,NSW,2000,-33.87058554,151.20429108,N69157,Water,Base Building,28/09/2025,,,,,5.90,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.50,4.50,,,0.00,NO,17561.680,17561.680,,0.520,,,,,,,,34388.84,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0683,2 Market Street,,Charter Hall Limited,,Office,="2",Market Street,SYDNEY,NSW,2000,-33.87058554,151.20429108,N69991,Indoor environment,Base Building,23/05/2026,,,,,0.00,,,5.00,0.00,0.00,0.00,0.00,,,,,NO,,,,,,,,,,,,70.40,93.00,80.10,0.00,0.00,,,36997.90,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0684,14 Mort Street,14 Mort Street,DEPARTMENT OF EDUCATION EMPLOYMENT AND WORKPLACE RELATIONS,Levels Ground to 6,Office,="14",Mort Street,CANBERRA,ACT,2601,-35.27676248,149.13109168,OF33572,Energy,Tenancy,08/10/2025,6.00,6.00,,6.0,0.00,NO,,,0.00,204811.46,0.00,21.82,107.00,,,1010029.14,NO,,,,,,,,,,,,,,,,,,,9383.50,,,,,,,280563.65,0.00,,0.00,0.00,0.00,100.00,100.00,280563.65,0.00,0.00,,0.00,0.00,280563.65,100.00,0.00,0.00,0.00,0.00,,,,,,,,,
P0684,14 Mort Street,14 Mort Street,Soilbuild Australia Sub Trust No 1,,Office,="14",Mort Street,CANBERRA,ACT,2601,-35.27676248,149.13109168,OF33480,Energy,Base Building,19/09/2025,5.00,5.00,,5.4,0.00,NO,,,89919.01,285447.63,9.58,30.42,251.00,,,2355539.74,YES,19/09/2025,,,,,,,,,,,,,,,,,,9383.50,,,,,,,267847.43,1391289.00,,59.10,0.00,0.00,41.00,40.90,267847.43,0.00,0.00,,0.00,0.00,267847.43,40.90,0.00,0.00,0.00,0.00,,,,,,,,,
P0684,14 Mort Street,14 Mort Street,Soilbuild Australia Sub Trust No 1,,Office,="14",Mort Street,CANBERRA,ACT,2601,-35.27676248,149.13109168,OF33480,Water,Base Building,19/09/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,YES,19/09/2025,5.00,5.00,5.1,5.1,0.00,NO,3011.140,3011.140,0.320,0.320,,,,,,,,9383.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0686,100 Edward Street,,SLMC Property Australia Pty Ltd,,Office,="100",Edward Street,BRISBANE CITY,QLD,4000,-27.47063929,153.02874310,OF41177,Energy,Base Building,17/07/2026,,3.00,,3.0,0.00,NO,,,601620.66,714961.54,98.55,117.11,482.00,,,2943429.90,NO,,,,,,,,,,,,,,,,,,,6104.96,,,,,,,809577.75,0.00,,0.00,750.00,1.00,18.00,18.10,148092.84,661484.91,80.90,,0.00,0.00,148092.84,18.10,0.00,0.00,0.00,0.00,,,,,,,,,
P0686,100 Edward Street,,SLMC Property Australia Pty Ltd,,Office,="100",Edward Street,BRISBANE CITY,QLD,4000,-27.47063929,153.02874310,OF41177,Water,Base Building,17/07/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.50,4.50,4.6,4.6,0.00,NO,3081.030,3081.030,0.500,0.500,,,,,,,,6104.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0687,299 Elizabeth Street,299 Elizabeth Street,AMA Holdings Pty Ltd,,Office,="299",Elizabeth Street,SYDNEY,NSW,2000,-33.87665743,151.20918077,OF34857,Energy,Base Building,04/02/2026,3.00,3.00,,3.2,0.00,NO,,,536354.81,529106.77,108.55,107.08,528.00,,,2609293.67,NO,,,,,,,,,,,,,,,,,,,4940.99,,,,,,,724803.80,0.00,,0.00,0.00,0.00,19.00,18.50,134238.42,590565.38,81.50,,0.00,0.00,134238.42,18.50,0.00,0.00,0.00,0.00,,,,,,,,,
P0688,Satterley Building,Satterley Building,Calardu Perth City West Pty Ltd and Gerald Harvey,,Office,="27-31",Troode Street,WEST PERTH,WA,6005,-31.94362617,115.84477532,OF30172,Energy,Base Building,27/04/2026,4.50,4.50,,4.7,0.00,NO,,,387776.21,361618.76,58.41,54.46,285.00,,,1894949.42,NO,,,,,,,,,,,,,,,,,,,6639.31,,,,,,,523148.84,11613.60,,0.60,0.00,0.00,18.00,18.40,96677.91,426470.94,81.00,,0.00,0.00,96677.91,18.40,0.00,0.00,0.00,0.00,,,,,,,,,
P0688,Satterley Building,Satterley Building,Calardu Perth City West Pty Ltd and Gerald Harvey,,Office,="27-31",Troode Street,WEST PERTH,WA,6005,-31.94362617,115.84477532,OF30172,Water,Base Building,27/04/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,2.00,2.00,2.3,2.3,0.00,NO,6916.000,6916.000,1.040,1.040,,,,,,,,6639.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0691,53 Burswood Road,53 Burswood Road,Watersun Property Pty Ltd,,Office,="53",Burswood Road,BURSWOOD,WA,6100,-31.96713508,115.89225813,OF32557,Energy,Whole Building,25/09/2025,4.50,4.50,,4.9,0.00,NO,,,640551.75,597271.22,93.45,87.14,454.00,,,3116197.69,NO,,,,,,,,,,,,,,,,,,,6854.15,,,,,,,865610.47,0.00,,0.00,0.00,0.00,19.00,18.70,161837.94,703772.53,81.30,,0.00,0.00,161837.94,18.70,0.00,0.00,0.00,0.00,,,,,,,,,
P0691,53 Burswood Road,53 Burswood Road,Watersun Property Pty Ltd,,Office,="53",Burswood Road,BURSWOOD,WA,6100,-31.96713508,115.89225813,OF32557,Water,Whole Building,25/09/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,6.00,6.00,6.0,6.0,0.00,NO,1123.000,1123.000,0.160,0.160,,,,,,,,6854.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0692,Allara House,Allara House,ACME CO No. 4 Pty Ltd,,Office,="48",Allara Street,CANBERRA,ACT,2601,-35.28388010,149.13260060,OF37204,Energy,Whole Building,17/02/2026,4.50,4.50,,4.7,0.00,NO,,,189369.84,812309.70,22.74,97.52,720.00,,,6002093.16,NO,,,,,,,,,,,,,,,,,,,8328.90,,,,,,,853342.28,2930060.96,,48.80,0.00,0.00,51.00,51.20,853342.28,0.00,0.00,,0.00,0.00,853342.28,51.20,0.00,0.00,0.00,0.00,,,,,,,,,
P0692,Allara House,Allara House,ACME CO No. 4 Pty Ltd,,Office,="48",Allara Street,CANBERRA,ACT,2601,-35.28388010,149.13260060,OF37204,Water,Whole Building,17/02/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,5.50,5.50,5.6,5.6,0.00,NO,1935.780,1935.780,0.230,0.230,,,,,,,,8328.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0694,9 Castlereagh Street,,Charter Hall Limited,,Office,="9",Castlereagh Street,SYDNEY,NSW,2000,-33.86666519,151.20953361,N69597,Energy,Base Building,29/12/2025,4.50,4.50,,,0.00,NO,,,129933.09,1286748.01,6.65,65.82,394.00,,,,NO,,,,,,,,,,,,,,,,,,,19548.05,0.00,,,,,,1584677.98,2006965.41,,26.00,66.00,0.00,74.00,74.00,1584678.00,0.00,0.00,0.00,0.00,0.00,285678.00,13.30,0.00,0.00,1299000.00,60.60,,,,,,,,,
P0694,9 Castlereagh Street,,Charter Hall Limited,,Office,="9",Castlereagh Street,SYDNEY,NSW,2000,-33.86666519,151.20953361,N69597,Water,Base Building,29/12/2025,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.00,4.00,,,0.00,NO,10964.000,10964.000,,0.560,,,,,,,,19548.05,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0694,9 Castlereagh Street,,Charter Hall Limited,L24 part,Office,="9",Castlereagh Street,SYDNEY,NSW,2000,-33.86666519,151.20953361,N69603,Energy,Tenancy,29/12/2025,5.00,5.00,,,0.00,NO,,,0.00,11611.58,0.00,48.58,239.00,,,,NO,,,,,,,,,,,,,,,,,,,239.00,0.00,,,,,,15906.28,0.00,,0.00,0.00,0.00,19.00,18.60,2958.70,12947.60,81.40,0.00,0.00,0.00,2958.70,18.60,0.00,0.00,0.00,0.00,,,,,,,,,
P0694,9 Castlereagh Street,,Charter Hall Limited,L5,Office,="9",Castlereagh Street,SYDNEY,NSW,2000,-33.86666519,151.20953361,N69599,Energy,Tenancy,29/12/2025,6.00,6.00,,,0.00,NO,,,16719.56,16493.62,24.82,24.48,120.00,,,,NO,,,,,,,,,,,,,,,,,,,673.50,0.00,,,,,,22594.00,0.00,,0.00,0.00,0.00,19.00,18.60,4202.60,18391.40,81.40,0.00,0.00,0.00,4202.60,18.60,0.00,0.00,0.00,0.00,,,,,,,,,
P0694,9 Castlereagh Street,,Charter Hall Limited,L8,Office,="9",Castlereagh Street,SYDNEY,NSW,2000,-33.86666519,151.20953361,N69601,Energy,Tenancy,29/12/2025,6.00,4.50,,,100.00,YES,,,0.00,37440.61,0.00,57.16,281.00,,,,NO,,,,,,,,,,,,,,,,,,,655.00,0.00,,,,,,51288.52,0.00,,0.00,0.00,0.00,100.00,100.00,51288.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51288.50,100.00,0.00,0.00,,,,,,,,,
P0695,360 Collins St,360 Collins St,DEXUS Wholesale Property Limited,,Office,="360-374",Collins Street,MELBOURNE,VIC,3000,-37.81648688,144.96232610,N69574,Indoor environment,Base Building,11/07/2026,,,,,0.00,,,6.00,0.00,0.00,0.00,0.00,,,,,NO,,,,,,,,,,,,84.20,91.10,100.00,0.00,0.00,,,35820.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0695,360 Collins St,"360 Collins Street, Melbourne",Dexus Wholesale Property Limited as Responsible Entity for Dexus Wholesale Property Fund,,Office,="360-374",Collins Street,MELBOURNE,VIC,3000,-37.81648688,144.96232610,N68553,Waste,Base Building,08/04/2026,,,,,0.00,,5.50,,0.00,,0.00,,,,,,NO,,,,,,,,,,,,,,,,,69.00,1.86,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P0696,Chifley Business Park (Simplot)_AU729,Chifley Business Park (Simplot)_AU729,Goodman Property Services (Aust) Pty Limited,,Office,="2",Chifley Drive,MOORABBIN AIRPORT,VIC,3194,-37.97249199,145.10764183,OF33632,Energy,Whole Building,27/10/2025,2.50,2.50,,2.7,0.00,NO,,,969395.22,1103614.33,177.34,201.88,1203.00,,,6576627.78,NO,,,,,,,,,,,,,,,,,,,5466.42,,,,,,,1118492.68,2546734.54,,38.70,86.00,0.10,11.00,11.50,209396.50,909096.18,49.80,,0.00,0.00,209396.50,11.50,0.00,0.00,0.00,0.00,,,,,,,,,
P0697,Gold Tower,"Gold Tower, 10 Eagle Street",Marquette Investment Managers Pty Ltd,,Office,="10",Eagle Street,BRISBANE CITY,QLD,4000,-27.46944231,153.03013422,OF37471,Energy,Base Building,21/04/2026,5.00,5.00,,5.0,0.00,NO,,,1809424.78,2151748.38,71.26,84.73,346.00,,,8802607.03,NO,,,,,,,,,,,,,,,,,,,25393.51,,,,,,,2445168.62,0.00,,0.00,0.00,0.00,18.00,18.50,451867.16,1993301.46,81.50,,0.00,0.00,451867.16,18.50,0.00,0.00,0.00,0.00,,,,,,,,,
P0697,Gold Tower,"Gold Tower, 10 Eagle Street",Marquette Investment Managers Pty Ltd,,Office,="10",Eagle Street,BRISBANE CITY,QLD,4000,-27.46944231,153.03013422,OF37471,Water,Base Building,21/04/2026,,,,,0.00,,,,0.00,0.00,0.00,0.00,,,,,NO,,4.00,4.00,4.3,4.3,0.00,NO,18180.350,18180.350,0.710,0.710,,,,,,,,25393.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
